Country Name,Year,Fertility_Rate
Sub-Saharan Africa (IFC classification),2010,
Sudan,2000,5.444
Sudan,2001,5.3660000000000005
Sudan,2002,5.287000000000001
Sudan,2003,5.206
Sudan,2004,5.122999999999998
Sudan,2005,5.039
Sudan,2006,4.956
Sudan,2007,4.873
Sudan,2008,4.792
Sudan,2009,4.713
Sudan,2010,4.637
Suriname,2000,2.739
Suriname,2001,2.702
Suriname,2002,2.656
Suriname,2003,2.609
Suriname,2004,2.562
Suriname,2005,2.518
Suriname,2006,2.478
Suriname,2007,2.441
Suriname,2008,2.406
Suriname,2009,2.374
Suriname,2010,2.345
Swaziland,2000,4.209
Swaziland,2001,4.121
Swaziland,2002,4.046
Swaziland,2003,3.982
Swaziland,2004,3.925
Swaziland,2005,3.871
Swaziland,2006,3.818
Swaziland,2007,3.761
Swaziland,2008,3.699
Swaziland,2009,3.632
Swaziland,2010,3.559
Sweden,2000,1.54
Sweden,2001,1.57
Sweden,2002,1.65
Sweden,2003,1.71
Sweden,2004,1.75
Sweden,2005,1.77
Sweden,2006,1.85
Sweden,2007,1.88
Sweden,2008,1.91
Sweden,2009,1.94
Sweden,2010,1.98
Switzerland,2000,1.5
Switzerland,2001,1.38
Switzerland,2002,1.39
Switzerland,2003,1.39
Switzerland,2004,1.42
Switzerland,2005,1.42
Switzerland,2006,1.44
Switzerland,2007,1.46
Switzerland,2008,1.48
Switzerland,2009,1.5
Switzerland,2010,1.52
Syrian Arab Republic,2000,3.958
Syrian Arab Republic,2001,3.841
Syrian Arab Republic,2002,3.724
Syrian Arab Republic,2003,3.61
Syrian Arab Republic,2004,3.5010000000000003
Syrian Arab Republic,2005,3.401
Syrian Arab Republic,2006,3.313
Syrian Arab Republic,2007,3.237
Syrian Arab Republic,2008,3.173
Syrian Arab Republic,2009,3.1210000000000004
Syrian Arab Republic,2010,3.0780000000000003
Tajikistan,2000,3.954
Tajikistan,2001,3.848
Tajikistan,2002,3.76
Tajikistan,2003,3.695
Tajikistan,2004,3.653
Tajikistan,2005,3.636
Tajikistan,2006,3.642
Tajikistan,2007,3.667
Tajikistan,2008,3.703
Tajikistan,2009,3.743
Tajikistan,2010,3.78
Tanzania,2000,5.689
Tanzania,2001,5.675
Tanzania,2002,5.666
Tanzania,2003,5.659
Tanzania,2004,5.651
Tanzania,2005,5.638
Tanzania,2006,5.6160000000000005
Tanzania,2007,5.585
Tanzania,2008,5.5429999999999975
Tanzania,2009,5.49
Tanzania,2010,5.428
Thailand,2000,1.676
Thailand,2001,1.644
Thailand,2002,1.615
Thailand,2003,1.588
Thailand,2004,1.5630000000000002
Thailand,2005,1.539
Thailand,2006,1.517
Thailand,2007,1.496
Thailand,2008,1.477
Thailand,2009,1.459
Thailand,2010,1.443
Timor-Leste,2000,7.112
Timor-Leste,2001,7.0920000000000005
Timor-Leste,2002,7.037000000000001
Timor-Leste,2003,6.965
Timor-Leste,2004,6.649
Timor-Leste,2005,6.3320000000000025
Timor-Leste,2006,6.016
Timor-Leste,2007,5.7
Timor-Leste,2008,5.7
Timor-Leste,2009,5.7
Timor-Leste,2010,5.577999999999999
Togo,2000,5.287999999999999
Togo,2001,5.224
Togo,2002,5.166
Togo,2003,5.1110000000000015
Togo,2004,5.059
Togo,2005,5.009
Togo,2006,4.962
Togo,2007,4.918
Togo,2008,4.876
Togo,2009,4.835
Togo,2010,4.792
Tonga,2000,4.25
Tonga,2001,4.2360000000000015
Tonga,2002,4.221
Tonga,2003,4.202
Tonga,2004,4.177
Tonga,2005,4.144
Tonga,2006,4.104
Tonga,2007,4.059
Tonga,2008,4.012
Tonga,2009,3.963
Tonga,2010,3.914
Trinidad and Tobago,2000,1.753
Trinidad and Tobago,2001,1.744
Trinidad and Tobago,2002,1.744
Trinidad and Tobago,2003,1.749
Trinidad and Tobago,2004,1.758
Trinidad and Tobago,2005,1.769
Trinidad and Tobago,2006,1.779
Trinidad and Tobago,2007,1.788
Trinidad and Tobago,2008,1.796
Trinidad and Tobago,2009,1.8
Trinidad and Tobago,2010,1.802
Tunisia,2000,2.08
Tunisia,2001,2.05
Tunisia,2002,2.0
Tunisia,2003,2.06
Tunisia,2004,2.02
Tunisia,2005,2.04
Tunisia,2006,2.03
Tunisia,2007,2.04
Tunisia,2008,2.06
Tunisia,2009,2.05
Tunisia,2010,2.13
Turkey,2000,2.454
Turkey,2001,2.404
Turkey,2002,2.356
Turkey,2003,2.311
Turkey,2004,2.27
Turkey,2005,2.234
Turkey,2006,2.202
Turkey,2007,2.173
Turkey,2008,2.147
Turkey,2009,2.123
Turkey,2010,2.101
Turkmenistan,2000,2.837
Turkmenistan,2001,2.783
Turkmenistan,2002,2.741
Turkmenistan,2003,2.701
Turkmenistan,2004,2.66
Turkmenistan,2005,2.615
Turkmenistan,2006,2.569
Turkmenistan,2007,2.523
Turkmenistan,2008,2.482
Turkmenistan,2009,2.445
Turkmenistan,2010,2.412
Turks and Caicos Islands,2000,
Turks and Caicos Islands,2001,
Turks and Caicos Islands,2002,
Turks and Caicos Islands,2003,
Turks and Caicos Islands,2004,
Turks and Caicos Islands,2005,
Turks and Caicos Islands,2006,
Turks and Caicos Islands,2007,
Turks and Caicos Islands,2008,
Turks and Caicos Islands,2009,
Turks and Caicos Islands,2010,
Tuvalu,2000,
Tuvalu,2001,
Tuvalu,2002,
Tuvalu,2003,
Tuvalu,2004,
Tuvalu,2005,
Tuvalu,2006,
Tuvalu,2007,
Tuvalu,2008,
Tuvalu,2009,
Tuvalu,2010,
Uganda,2000,6.865
Uganda,2001,6.822
Uganda,2002,6.772
Uganda,2003,6.716
Uganda,2004,6.653
Uganda,2005,6.5829999999999975
Uganda,2006,6.5070000000000014
Uganda,2007,6.425
Uganda,2008,6.337999999999999
Uganda,2009,6.2479999999999976
Uganda,2010,6.155
Ukraine,2000,1.1
Ukraine,2001,1.1
Ukraine,2002,1.1
Ukraine,2003,1.2
Ukraine,2004,1.2
Ukraine,2005,1.2
Ukraine,2006,1.31
Ukraine,2007,1.345
Ukraine,2008,1.39
Ukraine,2009,1.46
Ukraine,2010,1.445
United Arab Emirates,2000,2.644
United Arab Emirates,2001,2.532
United Arab Emirates,2002,2.428
United Arab Emirates,2003,2.329
United Arab Emirates,2004,2.236
United Arab Emirates,2005,2.149
United Arab Emirates,2006,2.071
United Arab Emirates,2007,2.004
United Arab Emirates,2008,1.948
United Arab Emirates,2009,1.903
United Arab Emirates,2010,1.868
United Kingdom,2000,1.64
United Kingdom,2001,1.63
United Kingdom,2002,1.64
United Kingdom,2003,1.71
United Kingdom,2004,1.77
United Kingdom,2005,1.78
United Kingdom,2006,1.84
United Kingdom,2007,1.9
United Kingdom,2008,1.96
United Kingdom,2009,1.94
United Kingdom,2010,1.98
United States,2000,2.056
United States,2001,2.0340000000000003
United States,2002,2.013
United States,2003,2.042
United States,2004,2.045
United States,2005,2.0540000000000003
United States,2006,2.1
United States,2007,2.122
United States,2008,2.084
United States,2009,2.001
United States,2010,1.931
Uruguay,2000,2.2430000000000003
Uruguay,2001,2.2230000000000003
Uruguay,2002,2.205
Uruguay,2003,2.188
Uruguay,2004,2.171
Uruguay,2005,2.155
Uruguay,2006,2.138
Uruguay,2007,2.122
Uruguay,2008,2.107
Uruguay,2009,2.093
Uruguay,2010,2.08
Uzbekistan,2000,2.58
Uzbekistan,2001,2.46
Uzbekistan,2002,2.52
Uzbekistan,2003,2.36
Uzbekistan,2004,2.46
Uzbekistan,2005,2.36
Uzbekistan,2006,2.39
Uzbekistan,2007,2.55
Uzbekistan,2008,2.64
Uzbekistan,2009,2.53
Uzbekistan,2010,2.499
Vanuatu,2000,4.368
Vanuatu,2001,4.268
Vanuatu,2002,4.162
Vanuatu,2003,4.056
Vanuatu,2004,3.95
Vanuatu,2005,3.851
Vanuatu,2006,3.76
Vanuatu,2007,3.679
Vanuatu,2008,3.608
Vanuatu,2009,3.549
Vanuatu,2010,3.499
"Venezuela, RB",2000,2.822
"Venezuela, RB",2001,2.779
"Venezuela, RB",2002,2.739
"Venezuela, RB",2003,2.701
"Venezuela, RB",2004,2.664
"Venezuela, RB",2005,2.629
"Venezuela, RB",2006,2.595
"Venezuela, RB",2007,2.562
"Venezuela, RB",2008,2.531
"Venezuela, RB",2009,2.501
"Venezuela, RB",2010,2.472
Vietnam,2000,1.983
Vietnam,2001,1.94
Vietnam,2002,1.918
Vietnam,2003,1.907
Vietnam,2004,1.902
Vietnam,2005,1.897
Vietnam,2006,1.889
Vietnam,2007,1.877
Vietnam,2008,1.862
Vietnam,2009,1.843
Vietnam,2010,1.82
Virgin Islands (U.S.),2000,2.055
Virgin Islands (U.S.),2001,1.9
Virgin Islands (U.S.),2002,2.113
Virgin Islands (U.S.),2003,2.006
Virgin Islands (U.S.),2004,2.068
Virgin Islands (U.S.),2005,2.111
Virgin Islands (U.S.),2006,1.95
Virgin Islands (U.S.),2007,1.915
Virgin Islands (U.S.),2008,1.88
Virgin Islands (U.S.),2009,1.845
Virgin Islands (U.S.),2010,1.8
West Bank and Gaza,2000,5.404
West Bank and Gaza,2001,5.247999999999998
West Bank and Gaza,2002,5.1
West Bank and Gaza,2003,4.958
West Bank and Gaza,2004,4.823
West Bank and Gaza,2005,4.697
West Bank and Gaza,2006,4.581
West Bank and Gaza,2007,4.476
West Bank and Gaza,2008,4.381
West Bank and Gaza,2009,4.295
West Bank and Gaza,2010,4.216
"Yemen, Rep.",2000,6.363
"Yemen, Rep.",2001,6.166
"Yemen, Rep.",2002,5.975
"Yemen, Rep.",2003,5.782
"Yemen, Rep.",2004,5.587999999999999
"Yemen, Rep.",2005,5.393
"Yemen, Rep.",2006,5.199
"Yemen, Rep.",2007,5.01
"Yemen, Rep.",2008,4.829
"Yemen, Rep.",2009,4.658
"Yemen, Rep.",2010,4.498
Zambia,2000,6.0710000000000015
Zambia,2001,6.044
Zambia,2002,6.018
Zambia,2003,5.995
Zambia,2004,5.974
Zambia,2005,5.954
Zambia,2006,5.932
Zambia,2007,5.908
Zambia,2008,5.881
Zambia,2009,5.849
Zambia,2010,5.813
Zimbabwe,2000,4.069
Zimbabwe,2001,4.039
Zimbabwe,2002,4.018
Zimbabwe,2003,4.002
Zimbabwe,2004,3.987
Zimbabwe,2005,3.969
Zimbabwe,2006,3.941
Zimbabwe,2007,3.903
Zimbabwe,2008,3.853
Zimbabwe,2009,3.792
Zimbabwe,2010,3.721
